Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_1.raw	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_2.raw	I:\Fadime\250206_Fadime_DSS3_ProMM_ML_3.raw
SPO3347	SPO3347				4.78E+06	4.97E+06	4.71E+06
SPO3348	SPO3348				2.24E+07	2.38E+07	2.07E+07
SPO3349	SPO3349				3.24E+06	3.05E+06	2.90E+06
SPO3350	SPO3350				3.40E+06	3.45E+06	2.83E+06
SPO3351	SPO3351				253890	227360	257392
SPO3352	SPO3352				411733	462104	531193
SPO3353	SPO3353				7.55E+06	7.84E+06	8.32E+06
SPO3354	SPO3354				4.14E+07	4.11E+07	4.25E+07
SPO3355	SPO3355				5.32E+07	5.14E+07	5.27E+07
SPO3357	SPO3357				253057	202741	226685
SPO3358	SPO3358				2.69E+06	2.70E+06	2.63E+06
SPO3359	SPO3359				1.91E+06	1.84E+06	2.09E+06
SPO3360	SPO3360				3.94E+06	3.83E+06	4.53E+06
SPO3361	SPO3361				2.04E+06	2.02E+06	2.15E+06
SPO3362	SPO3362				1.72E+06	1.67E+06	1.75E+06
SPO3363	SPO3363				68740.3	97618.4	110072
SPO3364	SPO3364				186297	159668	192292
SPO3365	SPO3365				1.50E+06	1.44E+06	1.39E+06
SPO3366	SPO3366				1.83E+06	1.84E+06	2.00E+06
SPO3367	SPO3367				3.23E+06	3.12E+06	3.19E+06
SPO3368	SPO3368				4.84E+06	4.83E+06	4.89E+06
SPO3369	SPO3369				2.22E+06	2.12E+06	2.06E+06
SPO3370	SPO3370				9.04E+06	8.82E+06	9.60E+06
SPO3371	SPO3371				6.56E+06	6.23E+06	6.92E+06
SPO3372	SPO3372				1.06E+07	1.17E+07	1.20E+07
SPO3373	SPO3373				210966	152943	137446
SPO3374	SPO3374				2.11E+07	2.12E+07	2.10E+07
SPO3375	SPO3375				2.56E+06	2.47E+06	2.47E+06
SPO3376	SPO3376				2.04E+06	2.01E+06	2.03E+06
SPO3377	SPO3377				2.39E+06	1.98E+06	1.87E+06
SPO3379	SPO3379				646368	635898	642762
SPO3380	SPO3380				418607	371172	400750
SPO3382	SPO3382				1.30E+07	1.23E+07	1.25E+07
SPO3383	SPO3383				9.43E+07	9.70E+07	9.34E+07
SPO3384	SPO3384				1.92E+06	2.14E+06	1.81E+06
SPO3385	SPO3385				1.40E+06	1.20E+06	1.17E+06
SPO3387	SPO3387				3.34E+06	2.98E+06	3.68E+06
SPO3388	SPO3388				593955	590992	655484
SPO3389	SPO3389				4.29E+07	4.35E+07	4.48E+07
SPO3390	SPO3390				1.18E+06	1.05E+06	1.11E+06
SPO3391	SPO3391				1.44E+06	1.37E+06	1.40E+06
SPO3392	SPO3392				1.22E+06	1.16E+06	1.12E+06
SPO3393	SPO3393				2.19E+06	1.97E+06	2.11E+06
SPO3394	SPO3394				333444	309194	245516
SPO3395	SPO3395				129783	118703	115315
SPO3396	SPO3396				1.21E+06	1.05E+06	1.07E+06
SPO3398	SPO3398				255377	254119	264837
SPO3399	SPO3399				184632	218229	194561
SPO3400	SPO3400				1.54E+06	1.49E+06	1.56E+06
SPO3401	SPO3401				105285	118797	127602
SPO3403	SPO3403				208816	221377	213516
SPO3405	SPO3405				2.31E+06	2.32E+06	2.24E+06
SPO3406	SPO3406				1.03E+06	1.02E+06	1.12E+06
SPO3408	SPO3408				1.12E+07	1.16E+07	1.10E+07
SPO3409	SPO3409				114810	115157	106615
SPO3410	SPO3410				113664	73497.8	189640
SPO3411	SPO3411				2.87E+06	2.87E+06	2.97E+06
SPO3412	SPO3412				2.11E+06	2.19E+06	2.25E+06
SPO3413	SPO3413				853432	1.84E+06	
SPO3414	SPO3414				5.11E+06	5.15E+06	4.59E+06
SPO3415	SPO3415				6.30E+06	6.48E+06	6.54E+06
SPO3416	SPO3416				4.87E+06	4.93E+06	4.99E+06
SPO3417	SPO3417				6.93E+06	7.22E+06	7.38E+06
SPO3418	SPO3418				2.66E+06	2.65E+06	2.69E+06
SPO3419	SPO3419				3.87E+06	3.62E+06	3.54E+06
SPO3420	SPO3420				1.07E+06	1.04E+06	1.02E+06
SPO3421	SPO3421				310950	306688	268374
SPO3422	SPO3422				1.74E+06	1.81E+06	1.81E+06
SPO3423	SPO3423				1.10E+07	1.18E+07	1.24E+07
SPO3424	SPO3424				500111	491194	516455
SPO3425	SPO3425				6.89E+06	6.49E+06	6.54E+06
SPO3426	SPO3426				4.69E+06	4.46E+06	4.37E+06
SPO3427	SPO3427				2.03E+06	2.09E+06	2.20E+06
SPO3428	SPO3428				978204	1.06E+06	950823
SPO3429	SPO3429				3.98E+06	3.72E+06	3.71E+06
SPO3430	SPO3430				5.42E+08	5.96E+08	6.37E+08
SPO3431	SPO3431				2.57E+07	2.56E+07	2.64E+07
SPO3432	SPO3432				1.17E+07	1.11E+07	1.16E+07
SPO3433	SPO3433				4.19E+06	4.01E+06	4.39E+06
SPO3434	SPO3434				2.91E+06	2.93E+06	2.99E+06
SPO3435	SPO3435				9.13E+06	9.33E+06	9.93E+06
SPO3436	SPO3436				932137	913982	920385
SPO3437	SPO3437				3.15E+06	2.99E+06	3.24E+06
SPO3438	SPO3438				572508	564283	543744
SPO3439	SPO3439				2.46E+06	2.36E+06	2.50E+06
SPO3440	SPO3440				4.57E+06	4.86E+06	4.66E+06
SPO3441	SPO3441				8.42E+06	8.57E+06	9.18E+06
SPO3442	SPO3442				5.38E+06	5.76E+06	5.99E+06
SPO3443	SPO3443				1.30E+06	1.20E+06	1.23E+06
SPO3444	SPO3444				834107	795721	778165
SPO3445	SPO3445				1.41E+06	1.35E+06	1.30E+06
SPO3446	SPO3446				1.51E+07	1.49E+07	1.63E+07
SPO3447	SPO3447				1.41E+06	1.47E+06	1.53E+06
SPO3448	SPO3448				589577	494491	505274
SPO3449	SPO3449				1.44E+06	1.07E+06	970572
SPO3450	SPO3450				1.34E+06	1.33E+06	1.33E+06
SPO3451	SPO3451				2.25E+06	2.32E+06	2.33E+06
SPO3452	SPO3452				1.15E+06	1.17E+06	1.18E+06
SPO3452a	SPO3452a				4.24E+06	4.16E+06	3.35E+06
SPO3453	SPO3453				743312	812595	696509
SPO3454	SPO3454				1.93E+06	1.96E+06	1.88E+06
SPO3455	SPO3455				891547	784661	879167
SPO3456	SPO3456				20496.8	27889.5	
SPO3458	SPO3458				31918.5	25835.1	22181.6
SPO3459	SPO3459				67239.5	64674	51290.9
SPO3460	SPO3460					23149.2	
SPO3462	SPO3462						
SPO3463	SPO3463				83432.3	69613.4	83573.3
SPO3464	SPO3464				866137	849438	841377
SPO3465	SPO3465				674605	631036	658534
SPO3466	SPO3466				74292.8	63827.4	86959.6
SPO3467	SPO3467				399975	387852	376915
SPO3468	SPO3468				3.72E+06	3.56E+06	3.63E+06
SPO3469	SPO3469				6.22E+06	6.31E+06	6.77E+06
SPO3470	SPO3470				2.62E+06	2.67E+06	2.57E+06
SPO3471	SPO3471				4.90E+06	5.04E+06	5.20E+06
SPO3472	SPO3472				2.05E+07	2.03E+07	2.14E+07
SPO3473	SPO3473				3.86E+07	3.83E+07	4.19E+07
SPO3474	SPO3474				9.69E+06	8.82E+06	1.02E+07
SPO3475	SPO3475				2.76E+06	2.89E+06	3.16E+06
SPO3476	SPO3476				278616	283956	252270
SPO3477	SPO3477				430834	391681	391209
SPO3478	SPO3478				1.03E+07	1.01E+07	1.13E+07
SPO3479	SPO3479				2.64E+06	2.78E+06	2.86E+06
SPO3480	SPO3480				2.16E+06	2.24E+06	2.38E+06
SPO3481	SPO3481				1.83E+06	1.92E+06	1.85E+06
SPO3482	SPO3482				92310.4	95399.6	106844
SPO3483	SPO3483				270225	323894	322350
SPO3484	SPO3484				983187	984752	845342
SPO3485	SPO3485				558948	525339	488412
SPO3486	SPO3486				443772	448376	449307
SPO3487	SPO3487				241546	244760	255423
SPO3488	SPO3488				4.06E+06	4.20E+06	4.40E+06
SPO3489	SPO3489				9.74E+06	9.70E+06	9.98E+06
SPO3490	SPO3490				312200	305823	299345
SPO3491	SPO3491				1.75E+06	1.83E+06	1.89E+06
SPO3492	SPO3492				7.32E+06	6.61E+06	7.02E+06
SPO3494	SPO3494				4.20E+06	3.92E+06	4.50E+06
SPO3495	SPO3495				579663	519923	558889
SPO3496	SPO3496				1.50E+07	1.48E+07	1.50E+07
SPO3498a	SPO3498a				1.18E+07	1.22E+07	1.33E+07
SPO3499	SPO3499				8.09E+07	8.39E+07	8.22E+07
SPO3500	SPO3500				1.06E+08	1.17E+08	1.17E+08
SPO3501	SPO3501				1.34E+08	1.34E+08	1.36E+08
SPO3502	SPO3502				5.86E+06	5.36E+06	5.30E+06
SPO3503	SPO3503				2.87E+06	2.87E+06	2.85E+06
SPO3505	SPO3505				242182	246564	240469
SPO3506	SPO3506				198147	149849	155581
SPO3507	SPO3507				3.89E+07	3.92E+07	3.95E+07
SPO3508	SPO3508				3.31E+07	3.46E+07	3.50E+07
SPO3509	SPO3509				1.90E+08	1.74E+08	2.07E+08
SPO3510	SPO3510				2.50E+07	2.70E+07	2.64E+07
SPO3511	SPO3511				1.56E+06	1.51E+06	1.52E+06
SPO3512	SPO3512				1.64E+06	1.56E+06	1.59E+06
SPO3513	SPO3513				8.00E+07	9.24E+07	9.43E+07
SPO3514	SPO3514				4.64E+07	5.29E+07	5.30E+07
SPO3516	SPO3516				2.48E+07	2.71E+07	2.56E+07
SPO3517	SPO3517				2.27E+06	2.50E+06	1.45E+06
SPO3518	SPO3518				1.45E+06	1.48E+06	1.52E+06
SPO3520	SPO3520				1.62E+06	1.53E+06	1.20E+06
SPO3521	SPO3521				2.18E+06	2.18E+06	1.80E+06
SPO3522	SPO3522				2.52E+06	2.67E+06	2.56E+06
SPO3523	SPO3523				6.96E+06	7.12E+06	6.60E+06
SPO3524	SPO3524				1.05E+06	847083	738108
SPO3525	SPO3525				5.22E+06	4.37E+06	3.30E+06
SPO3526	SPO3526				1.17E+06	1.26E+06	1.10E+06
SPO3527	SPO3527				1.51E+07	1.61E+07	1.34E+07
SPO3529	SPO3529				1.13E+06	1.07E+06	1.00E+06
SPO3530	SPO3530				655867	571386	641643
SPO3531	SPO3531				5.90E+06	5.43E+06	5.20E+06
SPO3532	SPO3532				2.99E+06	2.74E+06	2.31E+06
SPO3533	SPO3533				2.37E+06	2.40E+06	2.21E+06
SPO3534	SPO3534				2.87E+06	2.76E+06	2.85E+06
SPO3535	SPO3535				3.23E+06	3.01E+06	3.48E+06
SPO3536	SPO3536				1.22E+06	1.07E+06	1.18E+06
SPO3537	SPO3537				5.02E+06	5.35E+06	5.44E+06
SPO3538	SPO3538				5.35E+06	4.84E+06	5.27E+06
SPO3539	SPO3539				4.69E+06	4.63E+06	4.58E+06
SPO3540	SPO3540				5.76E+06	7.33E+06	6.78E+06
SPO3541	SPO3541				3.13E+06	3.18E+06	3.19E+06
SPO3542	SPO3542				1.92E+06	1.83E+06	1.72E+06
SPO3543	SPO3543				44989.3		43373.6
SPO3544	SPO3544				179704	152322	118752
SPO3545	SPO3545				639841	660850	811813
SPO3546	SPO3546				1.83E+06	1.89E+06	1.87E+06
SPO3547	SPO3547				32555.6	20348	22150.5
SPO3548	SPO3548				1.95E+06	2.33E+06	2.12E+06
SPO3550	SPO3550				5.15E+06	4.90E+06	4.96E+06
SPO3551	SPO3551				1.02E+06	904984	985779
SPO3552	SPO3552				1.12E+06	1.10E+06	1.16E+06
SPO3553	SPO3553				967096	994058	1.01E+06
SPO3554	SPO3554				294238	269481	327760
SPO3555	SPO3555				3.09E+06	3.22E+06	3.23E+06
SPO3556	SPO3556				9.85E+06	1.02E+07	1.03E+07
SPO3557	SPO3557				263862	200880	229559
SPO3558	SPO3558				218063	207720	195970
SPO3559	SPO3559				645921	581714	628729
SPO3560	SPO3560				20028.6	10253.6	14830.9
SPO3561	SPO3561				1.05E+06	1.03E+06	1.02E+06
SPO3562	SPO3562				470214	447447	446203
SPO3563	SPO3563				291705	273274	277494
SPO3564	SPO3564				27758.9		31473.6
SPO3565	SPO3565				2.56E+06	2.41E+06	2.22E+06
SPO3566	SPO3566				1.99E+07	2.07E+07	2.02E+07
SPO3567	SPO3567				2.20E+06	2.19E+06	2.16E+06
SPO3568	SPO3568				6.34E+06	5.90E+06	5.28E+06
SPO3569	SPO3569				683003	777742	622460
SPO3570	SPO3570				1.30E+07	1.21E+07	1.40E+07
SPO3571	SPO3571				2.10E+06	1.83E+06	1.85E+06
SPO3572	SPO3572				93804.1	61551.8	42077.8
SPO3573	SPO3573				1.09E+07	1.11E+07	1.21E+07
SPO3574	SPO3574				1.12E+06	1.32E+06	1.24E+06
SPO3575	SPO3575				123235	146191	137994
SPO3576	SPO3576				3.10E+07	3.35E+07	3.54E+07
SPO3577	SPO3577				174617	171807	182790
SPO3578	SPO3578				1.40E+06	1.35E+06	1.34E+06
SPO3579	SPO3579				468278	457402	420952
SPO3580	SPO3580				1.22E+06	1.30E+06	1.35E+06
SPO3581	SPO3581				4.98E+06	5.41E+06	4.97E+06
SPO3582	SPO3582				8.05E+06	8.86E+06	9.11E+06
SPO3583	SPO3583				504431	444131	432816
SPO3584	SPO3584				163610	196746	225425
SPO3585	SPO3585				3.84E+06	3.80E+06	3.93E+06
SPO3586	SPO3586				7.46E+06	7.11E+06	6.86E+06
SPO3587	SPO3587				5.13E+06	5.77E+06	5.87E+06
SPO3590	SPO3590				71116.2		
SPO3591	SPO3591				89090	95088	87914.4
SPO3592	SPO3592				2.32E+06	2.20E+06	2.31E+06
SPO3593	SPO3593				4.59E+06	4.50E+06	4.38E+06
SPO3594	SPO3594				8.19E+06	7.84E+06	7.98E+06
SPO3595	SPO3595				91962.2	127343	147906
SPO3596	SPO3596				772288	896593	861368
SPO3597	SPO3597				603075	618996	638884
SPO3598	SPO3598				6.64E+07	6.64E+07	6.44E+07
SPO3599	SPO3599				8.55E+07	1.02E+08	9.32E+07
SPO3600	SPO3600				2.61E+07	2.58E+07	2.58E+07
SPO3601	SPO3601				2.99E+06	2.89E+06	2.76E+06
SPO3602	SPO3602				1.31E+06	1.10E+06	1.23E+06
SPO3603	SPO3603				873670	846833	862554
SPO3604	SPO3604				2.16E+07	2.21E+07	2.32E+07
SPO3605	SPO3605				1.13E+06	1.15E+06	1.13E+06
SPO3606	SPO3606				5.43E+06	5.41E+06	5.36E+06
SPO3607	SPO3607				886620	809272	866477
SPO3608	SPO3608				9.44E+06	9.81E+06	1.06E+07
SPO3609	SPO3609				913563	873612	867827
SPO3610	SPO3610				1.70E+06	1.69E+06	1.61E+06
SPO3611	SPO3611				7.11E+06	7.22E+06	7.20E+06
SPO3612	SPO3612				652730	637720	698578
SPO3615	SPO3615				3.04E+06	3.10E+06	3.11E+06
SPO3616	SPO3616				1.33E+07	1.39E+07	1.46E+07
SPO3617	SPO3617				5.14E+07	5.14E+07	5.23E+07
SPO3618	SPO3618				352466	262855	339678
SPO3619	SPO3619				1.06E+06	968602	1.00E+06
SPO3620	SPO3620				7.35E+06	7.70E+06	8.65E+06
SPO3621	SPO3621				1.61E+06	1.58E+06	1.51E+06
SPO3622	SPO3622				493858	442321	457813
SPO3623	SPO3623				1.93E+07	2.02E+07	2.06E+07
SPO3625	SPO3625				4.53E+07	4.48E+07	4.11E+07
SPO3626	SPO3626				7.09E+06	7.06E+06	7.08E+06
SPO3627	SPO3627				1.94E+06	1.65E+06	1.57E+06
SPO3628	SPO3628				2.05E+06	2.04E+06	2.09E+06
SPO3629	SPO3629				4.00E+06	4.18E+06	4.10E+06
SPO3630	SPO3630				708994	523070	521387
SPO3631	SPO3631				4.98E+06	4.94E+06	5.23E+06
SPO3632	SPO3632				1.94E+06	1.43E+06	1.75E+06
SPO3633	SPO3633				3.78E+06	3.16E+06	3.18E+06
SPO3634	SPO3634				1.04E+06	1.19E+06	1.27E+06
SPO3635	SPO3635				762855	807483	770344
SPO3636	SPO3636				933108	915832	946153
SPO3637	SPO3637				1.00E+06	1.01E+06	1.03E+06
SPO3638	SPO3638				1.71E+06	1.81E+06	1.69E+06
SPO3639	SPO3639				736056	801950	814955
SPO3640	SPO3640				4.17E+06	4.31E+06	4.26E+06
SPO3642	SPO3642				2.22E+06	2.26E+06	2.42E+06
SPO3644	SPO3644				966240	922643	975842
SPO3645	SPO3645				1.83E+06	1.77E+06	1.66E+06
SPO3646	SPO3646				259991	253662	232085
SPO3647	SPO3647				1.90E+06	1.77E+06	1.62E+06
SPO3648	SPO3648				4.99E+06	4.70E+06	4.70E+06
SPO3649	SPO3649				3.64E+06	3.77E+06	3.91E+06
SPO3650	SPO3650				1.03E+06	1.01E+06	981888
SPO3651	SPO3651				846448	634278	618316
SPO3652	SPO3652				5.15E+06	5.99E+06	5.77E+06
SPO3653	SPO3653				8.83E+06	8.78E+06	8.73E+06
SPO3654	SPO3654				5.90E+06	6.26E+06	6.65E+06
SPO3655	SPO3655				2.15E+06	2.12E+06	2.10E+06
SPO3656	SPO3656				1.32E+06	1.14E+06	976927
SPO3657	SPO3657				895980	850016	832617
SPO3658	SPO3658				2.65E+06	2.66E+06	2.90E+06
SPO3659	SPO3659				2.89E+06	2.98E+06	3.03E+06
SPO3660	SPO3660				812932	750650	748430
SPO3661	SPO3661				853814	779051	794369
SPO3662	SPO3662				136260	84825.1	124109
SPO3663	SPO3663				756459	707970	734313
SPO3664	SPO3664				751694	748450	778223
SPO3665	SPO3665				7.80E+06	7.84E+06	8.01E+06
SPO3666	SPO3666				754033	684696	722600
SPO3667	SPO3667				109349	106065	100174
SPO3668	SPO3668				233124	161228	174358
SPO3671	SPO3671				4.12E+06	3.95E+06	4.06E+06
SPO3672	SPO3672				885653	715043	874788
SPO3673	SPO3673				6.61E+06	6.17E+06	6.47E+06
SPO3673a	SPO3673a				1.03E+06	840279	878653
SPO3675	SPO3675				786137	736275	732540
SPO3676	SPO3676				229712	206826	178862
SPO3677	SPO3677				175735	146914	154762
SPO3678	SPO3678				318991	269172	229716
SPO3679	SPO3679				1.45E+06	1.51E+06	1.51E+06
SPO3680	SPO3680				797919	728288	713722
SPO3681	SPO3681				354713	299409	305863
SPO3682	SPO3682				1.40E+06	1.46E+06	1.49E+06
SPO3684	SPO3684				1.06E+07	1.10E+07	1.12E+07
SPO3685	SPO3685				1.93E+06	1.78E+06	1.77E+06
SPO3686	SPO3686				4.59E+06	4.49E+06	4.68E+06
SPO3687	SPO3687				632462	612540	585434
SPO3688	SPO3688				764577	715327	711962
SPO3689	SPO3689				5.21E+06	5.09E+06	5.02E+06
SPO3690	SPO3690				1.11E+06	1.08E+06	1.08E+06
SPO3691	SPO3691				1.07E+07	9.99E+06	1.08E+07
SPO3692	SPO3692				2.17E+06	2.10E+06	2.04E+06
SPO3693	SPO3693				2.43E+06	2.13E+06	2.29E+06
SPO3694	SPO3694				96695.8	103527	132780
SPO3695	SPO3695				617315	551819	591528
SPO3696	SPO3696				380098	342883	380067
SPO3697	SPO3697				385478	354490	398931
SPO3698	SPO3698				543054	482884	515143
SPO3699	SPO3699						
SPO3700	SPO3700				1.56E+06	1.56E+06	1.55E+06
SPO3701	SPO3701				1.57E+06	1.54E+06	1.54E+06
SPO3703	SPO3703				987510	1.06E+06	1.04E+06
SPO3704	SPO3704				816702	795620	828619
SPO3705	SPO3705				673452	631048	804951
SPO3706	SPO3706				428118	420591	430583
SPO3707	SPO3707				323868	323216	378314
SPO3708	SPO3708				283724	230605	265030
SPO3709	SPO3709				56396.1	54829.2	59499.7
SPO3710	SPO3710				888953	792115	910255
SPO3711	SPO3711				195335	228325	211360
SPO3712	SPO3712				2.73E+07	2.74E+07	2.85E+07
SPO3713	SPO3713				1.51E+07	1.67E+07	1.67E+07
SPO3714	SPO3714				150267	102501	89725
SPO3715	SPO3715				1.62E+07	1.49E+07	1.44E+07
SPO3716	SPO3716						
SPO3717	SPO3717				7.77E+06	7.53E+06	7.81E+06
SPO3718	SPO3718				5.06E+06	4.94E+06	4.84E+06
SPO3719	SPO3719				2.22E+07	2.22E+07	2.20E+07
SPO3720	SPO3720				3.78E+07	3.70E+07	3.70E+07
SPO3722	SPO3722				469085	419700	432151
SPO3723	SPO3723				675588	84593.1	78711.4
SPO3724	SPO3724				630749	566347	476318
SPO3725	SPO3725				2.70E+06	2.03E+06	2.27E+06
SPO3726	SPO3726				2.92E+07	3.14E+07	3.12E+07
SPO3727	SPO3727				1.10E+07	1.16E+07	1.35E+07
SPO3728	SPO3728				9.45E+06	9.73E+06	9.30E+06
SPO3729	SPO3729				1.01E+07	9.56E+06	1.00E+07
SPO3730	SPO3730				6.22E+06	6.30E+06	6.85E+06
SPO3731	SPO3731				2.33E+06	2.28E+06	2.32E+06
SPO3732	SPO3732				956569	929649	867313
SPO3733	SPO3733				1.25E+06	1.21E+06	1.29E+06
SPO3734	SPO3734				381764	416029	396341
SPO3735	SPO3735				99855.2	137526	132560
SPO3736	SPO3736				1.01E+07	1.04E+07	9.91E+06
SPO3737	SPO3737				8.31E+06	8.62E+06	8.62E+06
SPO3738	SPO3738				1.26E+06	1.04E+06	1.02E+06
SPO3739	SPO3739				1.05E+06	989481	1.03E+06
SPO3740	SPO3740				6.79E+06	7.00E+06	7.36E+06
SPO3741	SPO3741				3.72E+06	4.45E+06	3.78E+06
SPO3742	SPO3742				239001	207606	245272
SPO3744	SPO3744				1.55E+08	1.43E+08	1.64E+08
SPO3745	SPO3745				5.29E+06	4.88E+06	4.89E+06
SPO3746	SPO3746				9.01E+06	9.20E+06	9.37E+06
SPO3747	SPO3747				1.33E+06	1.27E+06	1.14E+06
SPO3748	SPO3748				626984	615599	650662
SPO3749	SPO3749				811373	754083	791355
SPO3751	SPO3751				1.46E+06	1.43E+06	1.44E+06
SPO3752	SPO3752				538108	492156	573568
SPO3753	SPO3753				3.77E+06	3.50E+06	3.39E+06
SPO3754	SPO3754				1.50E+06	1.37E+06	1.39E+06
SPO3755	SPO3755				4.56E+06	4.91E+06	4.82E+06
SPO3756	SPO3756				1.16E+06	970880	1.14E+06
SPO3757	SPO3757				7.88E+06	7.39E+06	7.18E+06
SPO3758	SPO3758				3.24E+06	3.55E+06	3.73E+06
SPO3759	SPO3759				7.41E+06	8.32E+06	8.23E+06
SPO3760	SPO3760				2.31E+06	2.02E+06	2.12E+06
SPO3761	SPO3761				1.13E+07	1.04E+07	1.04E+07
SPO3762	SPO3762				1.07E+07	1.12E+07	1.09E+07
SPO3763	SPO3763				1.58E+06	1.55E+06	1.62E+06
SPO3764	SPO3764				7.55E+06	6.64E+06	6.76E+06
SPO3765	SPO3765				145539	164718	140395
SPO3766	SPO3766				973002	858340	984606
SPO3768	SPO3768				2.33E+07	2.33E+07	2.45E+07
SPO3769	SPO3769				4.46E+06	4.63E+06	4.69E+06
SPO3770	SPO3770				2.46E+07	2.55E+07	2.68E+07
SPO3771	SPO3771				717495	639436	760728
SPO3772	SPO3772				2.56E+07	2.56E+07	2.54E+07
SPO3774	SPO3774				2.51E+06	2.49E+06	2.58E+06
SPO3775	SPO3775				219288	278735	254631
SPO3776	SPO3776				661503	627405	650653
SPO3777	SPO3777				681094	823101	935793
SPO3778	SPO3778				777243	760556	788910
SPO3779	SPO3779				509260	489954	526437
SPO3780	SPO3780				1.69E+06	1.60E+06	1.68E+06
SPO3781	SPO3781				30281.9	20297.1	42406.9
SPO3782	SPO3782				312275	259557	255327
SPO3783	SPO3783				157891	139391	137813
SPO3784	SPO3784				51769.3	34437.4	44627.8
SPO3785	SPO3785				1.42E+06	75215.8	1.08E+06
SPO3786	SPO3786						
SPO3787	SPO3787				25412.6	38420.8	29563.7
SPO3788	SPO3788				248053	261714	280182
SPO3789	SPO3789				80128	76906.4	84910.3
SPO3790	SPO3790				184793	224184	245246
SPO3791	SPO3791				347874	316068	353443
SPO3792	SPO3792				269821	261589	258869
SPO3793	SPO3793				365892	38196.2	
SPO3795	SPO3795				275725	275471	284325
SPO3802	SPO3802				244570	244032	277423
SPO3803	SPO3803				324825	300785	318462
SPO3804	SPO3804				5.67E+06	5.29E+06	5.53E+06
SPO3805	SPO3805				4.18E+06	4.01E+06	4.36E+06
SPO3806	SPO3806				3.63E+06	3.77E+06	3.29E+06
SPO3807	SPO3807				535353	546332	622479
SPO3809	SPO3809				646867	683994	692581
SPO3810	SPO3810				4.06E+06	3.99E+06	3.79E+06
SPO3811	SPO3811				2.17E+06	2.35E+06	2.23E+06
SPO3812	SPO3812				1.43E+07	1.48E+07	1.70E+07
SPO3813	SPO3813				2.78E+06	3.74E+06	3.13E+06
SPO3814	SPO3814				2.82E+06	2.97E+06	2.98E+06
SPO3815	SPO3815				3.30E+06	2.98E+06	2.91E+06
SPO3816	SPO3816				311157	318330	324948
SPO3817	SPO3817				1.16E+07	1.18E+07	1.25E+07
SPO3818	SPO3818				9.05E+06	9.15E+06	8.79E+06
SPO3819	SPO3819				2.29E+06	2.06E+06	2.19E+06
SPO3820	SPO3820				766710	802118	938890
SPO3821	SPO3821				6.92E+06	7.14E+06	7.52E+06
SPO3822	SPO3822				1.88E+06	1.68E+06	1.65E+06
SPO3823	SPO3823				5.79E+07	6.56E+07	6.49E+07
SPO3824	SPO3824				1.21E+08	1.44E+08	1.38E+08
SPO3825	SPO3825				8.23E+07	9.33E+07	8.68E+07
SPO3826	SPO3826				6.21E+07	6.77E+07	6.97E+07
SPO3827	SPO3827				3.05E+06	3.35E+06	3.38E+06
SPO3828	SPO3828				6.48E+06	6.29E+06	6.49E+06
SPO3829	SPO3829				7.93E+06	8.51E+06	8.77E+06
SPO3830	SPO3830				8.48E+06	8.52E+06	8.08E+06
SPO3831	SPO3831				2.47E+06	2.19E+06	2.21E+06
SPO3832	SPO3832				2.18E+06	2.21E+06	2.22E+06
SPO3833	SPO3833				3.49E+06	3.36E+06	3.34E+06
SPO3834	SPO3834				5.57E+06	5.85E+06	5.98E+06
SPO3835	SPO3835				6.39E+06	6.72E+06	6.73E+06
SPO3836	SPO3836				1.59E+06	1.67E+06	1.87E+06
SPO3837	SPO3837				3.25E+06	3.44E+06	3.46E+06
SPO3838	SPO3838				1.03E+06	1.12E+06	1.09E+06
SPO3839	SPO3839				25083.3	13707.7	20376.8
SPO3840	SPO3840				7.00E+07	8.12E+07	7.87E+07
SPO3841	SPO3841				1.28E+06	1.20E+06	1.23E+06
SPO3842	SPO3842				3.06E+06	2.86E+06	2.70E+06
SPO3843	SPO3843				133563	130386	123432
SPO3844	SPO3844				3.74E+06	3.68E+06	3.76E+06
SPO3845	SPO3845				126264	103098	120079
SPO3846	SPO3846				1.04E+07	9.47E+06	9.38E+06
SPO3847	SPO3847				1.84E+06	1.99E+06	1.95E+06
SPO3849	SPO3849				507712	429802	444894
SPO3850	SPO3850				1.02E+07	1.04E+07	1.12E+07
SPO3851	SPO3851				1.48E+07	1.51E+07	1.47E+07
SPO3852	SPO3852				7.44E+06	8.01E+06	8.41E+06
SPO3853	SPO3853				1.01E+06	1.03E+06	1.01E+06
SPO3854	SPO3854				1.38E+06	1.33E+06	1.33E+06
SPO3855	SPO3855				1.44E+06	1.48E+06	1.51E+06
SPO3856	SPO3856				9.31E+06	9.30E+06	8.66E+06
SPO3857	SPO3857				4.89E+06	5.38E+06	5.42E+06
SPO3859	SPO3859				5.88E+07	5.96E+07	6.18E+07
SPO3860	SPO3860				375170	354756	312174
SPO3861	SPO3861				3.02E+07	2.97E+07	3.05E+07
SPO3863	SPO3863				1.07E+06	1.14E+06	1.09E+06
SPO3864	SPO3864				2.08E+06	2.00E+06	2.04E+06
SPO3865	SPO3865				6.95E+06	6.74E+06	6.96E+06
SPO3866	SPO3866				1.28E+07	1.27E+07	1.14E+07
SPO3867	SPO3867				1.84E+06	1.82E+06	1.71E+06
SPO3868	SPO3868				1.10E+06	1.11E+06	1.08E+06
