Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	I:\Fadime\250307\250308_-N+C_ML_I.raw	I:\Fadime\250307\250308_-N+C_ML_II.raw	I:\Fadime\250307\250308_-N+C_ML_III.raw
SPO3769	SPO3769				1.80E+06	1.56E+06	1.60E+06
SPO3770	SPO3770				1.35E+07	1.33E+07	1.31E+07
SPO3771	SPO3771				933822	916777	777234
SPO3772	SPO3772				2.42E+07	2.50E+07	2.46E+07
SPO3774	SPO3774				4.32E+07	4.37E+07	4.35E+07
SPO3775	SPO3775				2.25E+06	2.14E+06	2.24E+06
SPO3776	SPO3776				6.66E+06	6.83E+06	7.19E+06
SPO3777	SPO3777				6.79E+06	6.98E+06	6.70E+06
SPO3778	SPO3778				5.38E+06	5.43E+06	5.28E+06
SPO3779	SPO3779				1.91E+06	1.99E+06	1.87E+06
SPO3780	SPO3780				1.72E+06	1.77E+06	1.79E+06
SPO3781	SPO3781				54071.4	23757.2	74020.3
SPO3782	SPO3782				225732	193343	240475
SPO3783	SPO3783				153186	193389	133064
SPO3784	SPO3784				48793.7	33528.9	59039.7
SPO3785	SPO3785					60976.4	
SPO3786	SPO3786						
SPO3787	SPO3787				34592.3	26043.3	
SPO3788	SPO3788				263372	250768	254214
SPO3789	SPO3789				62071.7	84261.9	54169.7
SPO3790	SPO3790				153725	155155	142671
SPO3791	SPO3791				272470	249651	277005
SPO3792	SPO3792				158613	161864	157003
SPO3793	SPO3793						
SPO3795	SPO3795				275299	331357	316955
SPO3802	SPO3802				282863	309602	268794
SPO3803	SPO3803				346307	353386	329297
SPO3804	SPO3804				1.42E+07	1.41E+07	1.41E+07
SPO3805	SPO3805				1.15E+07	1.10E+07	1.16E+07
SPO3806	SPO3806				4.14E+06	4.10E+06	4.29E+06
SPO3807	SPO3807				623137	617347	584338
SPO3809	SPO3809				598770	551174	500998
SPO3810	SPO3810				4.22E+06	4.16E+06	4.19E+06
SPO3811	SPO3811				2.48E+06	2.46E+06	2.44E+06
SPO3812	SPO3812				1.51E+07	1.45E+07	1.48E+07
SPO3813	SPO3813				3.71E+06	3.70E+06	3.54E+06
SPO3814	SPO3814				3.11E+06	3.22E+06	3.26E+06
SPO3815	SPO3815				2.62E+06	2.58E+06	2.60E+06
SPO3816	SPO3816				319682	296720	315695
SPO3817	SPO3817				1.32E+07	1.33E+07	1.29E+07
SPO3818	SPO3818				1.12E+07	1.13E+07	1.11E+07
SPO3819	SPO3819				2.36E+06	2.53E+06	2.40E+06
SPO3820	SPO3820				1.14E+06	1.27E+06	1.39E+06
SPO3821	SPO3821				7.18E+06	6.79E+06	6.77E+06
SPO3822	SPO3822				2.05E+06	2.16E+06	2.30E+06
SPO3823	SPO3823				6.46E+07	5.84E+07	5.90E+07
SPO3824	SPO3824				1.13E+08	1.13E+08	1.18E+08
SPO3825	SPO3825				7.97E+07	8.34E+07	8.51E+07
SPO3826	SPO3826				7.81E+07	7.85E+07	7.62E+07
SPO3827	SPO3827				2.78E+06	3.06E+06	3.00E+06
SPO3828	SPO3828				6.41E+06	6.37E+06	6.46E+06
SPO3829	SPO3829				7.85E+06	7.93E+06	8.17E+06
SPO3830	SPO3830				8.48E+06	8.41E+06	8.27E+06
SPO3831	SPO3831				2.62E+06	2.84E+06	2.63E+06
SPO3832	SPO3832				2.16E+06	2.04E+06	2.11E+06
SPO3833	SPO3833				3.86E+06	3.88E+06	3.55E+06
SPO3834	SPO3834				6.87E+06	6.76E+06	6.93E+06
SPO3835	SPO3835				7.14E+06	7.34E+06	7.09E+06
SPO3836	SPO3836				2.10E+06	2.11E+06	2.03E+06
SPO3837	SPO3837				3.55E+06	3.62E+06	3.73E+06
SPO3838	SPO3838				1.24E+06	1.26E+06	1.24E+06
SPO3839	SPO3839				42269.1	61345.4	67410.3
SPO3840	SPO3840				8.63E+07	8.88E+07	8.89E+07
SPO3841	SPO3841				1.45E+06	1.34E+06	1.29E+06
SPO3842	SPO3842				2.67E+06	2.66E+06	2.81E+06
SPO3843	SPO3843				82554.7	83993.5	90178.9
SPO3844	SPO3844				4.08E+06	3.94E+06	3.90E+06
SPO3845	SPO3845				180549	169685	158479
SPO3846	SPO3846				7.73E+06	7.16E+06	8.02E+06
SPO3847	SPO3847				2.22E+06	2.29E+06	2.29E+06
SPO3849	SPO3849				259564	264664	236064
SPO3850	SPO3850				1.08E+07	1.02E+07	1.09E+07
SPO3851	SPO3851				1.42E+07	1.50E+07	1.42E+07
SPO3852	SPO3852				6.19E+06	5.49E+06	6.29E+06
SPO3853	SPO3853				974020	960158	926866
SPO3854	SPO3854				1.51E+06	1.50E+06	1.42E+06
SPO3855	SPO3855				1.71E+06	1.63E+06	1.62E+06
SPO3856	SPO3856				1.22E+07	1.16E+07	1.17E+07
SPO3857	SPO3857				6.06E+06	6.13E+06	5.70E+06
SPO3859	SPO3859				4.20E+07	4.10E+07	3.99E+07
SPO3860	SPO3860				409364	450904	390976
SPO3861	SPO3861				3.11E+07	3.02E+07	3.04E+07
SPO3863	SPO3863				1.01E+06	1.06E+06	1.07E+06
SPO3864	SPO3864				2.29E+06	2.29E+06	2.24E+06
SPO3865	SPO3865				6.75E+06	6.14E+06	6.06E+06
SPO3866	SPO3866				1.06E+07	1.15E+07	1.02E+07
SPO3867	SPO3867				1.87E+06	1.93E+06	2.04E+06
SPO3868	SPO3868				1.46E+06	1.42E+06	1.42E+06
SPO3869	SPO3869				708284	764123	708320
SPO3870	SPO3870				2.37E+06	2.37E+06	2.48E+06
SPO3871	SPO3871				1.07E+06	1.10E+06	1.06E+06
SPO3872	SPO3872				1.67E+06	1.68E+06	1.67E+06
SPO3873	SPO3873				1.57E+06	1.55E+06	1.53E+06
SPO3874	SPO3874				2.91E+07	2.82E+07	3.00E+07
SPO3875	SPO3875				1.34E+06	1.46E+06	1.30E+06
SPO3876	SPO3876				433376	400382	442202
SPO3877	SPO3877				491683	507552	507734
SPO3878	SPO3878				1.10E+06	1.11E+06	968298
SPO3879	SPO3879						
SPO3880	SPO3880				1.26E+07	1.34E+07	1.34E+07
SPO3881	SPO3881				307515	332823	323786
SPO3882	SPO3882				1.00E+07	1.06E+07	1.03E+07
SPO3883	SPO3883				1.55E+06	1.67E+06	1.60E+06
SPO3884	SPO3884				947449	949474	986390
SPO3885	SPO3885				1.48E+06	1.47E+06	1.42E+06
SPO3886	SPO3886				1.40E+07	1.47E+07	1.44E+07
SPO3887	SPO3887				2.16E+06	2.06E+06	1.90E+06
SPO3888	SPO3888				8.81E+07	9.23E+07	9.16E+07
SPO3889	SPO3889				2.49E+06	2.57E+06	2.53E+06
SPO3890	SPO3890				1.89E+06	1.99E+06	1.96E+06
SPO3891	SPO3891				6.82E+06	7.07E+06	6.62E+06
SPO3892	SPO3892				1.49E+06	1.47E+06	1.45E+06
SPO3893	SPO3893				1.76E+06	1.93E+06	1.80E+06
SPO3894	SPO3894				1.72E+07	1.81E+07	1.81E+07
SPO3895	SPO3895				1.62E+06	1.61E+06	1.58E+06
SPO3896	SPO3896				2.33E+06	2.33E+06	2.32E+06
SPO3898	SPO3898				28292.1	31746.4	37537.1
SPO3899	SPO3899				1.06E+06	1.08E+06	1.05E+06
SPO3900	SPO3900				666164	621094	610894
SPO3901	SPO3901				1.19E+06	1.24E+06	1.27E+06
SPO3902	SPO3902						
SPO3903	SPO3903				275973	261094	291308
SPO3904	SPO3904				628650	667682	671689
SPOA0001	SPOA0001				1.82E+06	1.78E+06	1.77E+06
SPOA0002	SPOA0002				5.46E+06	5.48E+06	5.43E+06
SPOA0003	SPOA0003				1.06E+06	747389	1.02E+06
SPOA0004	SPOA0004				1.01E+07	9.35E+06	9.04E+06
SPOA0005	SPOA0005				2.38E+06	2.49E+06	2.31E+06
SPOA0006	SPOA0006				5.38E+06	5.34E+06	5.18E+06
SPOA0008	SPOA0008				631922	585532	593611
SPOA0009	SPOA0009				1.60E+06	1.61E+06	1.73E+06
SPOA0010	SPOA0010				1.14E+06	1.06E+06	1.10E+06
SPOA0011	SPOA0011				2.28E+07	2.32E+07	2.24E+07
SPOA0012	SPOA0012				1.10E+06	1.03E+06	1.06E+06
SPOA0013	SPOA0013				944359	1.02E+06	989388
SPOA0014	SPOA0014				3.71E+06	3.58E+06	3.77E+06
SPOA0015	SPOA0015				9.82E+06	9.75E+06	9.33E+06
SPOA0017	SPOA0017				6.57E+06	6.59E+06	6.40E+06
SPOA0018	SPOA0018				19309.4	20650.3	14160.1
SPOA0020	SPOA0020				372058	387525	348058
SPOA0021	SPOA0021				557796	600083	560809
SPOA0022	SPOA0022				50257.4	45241.4	35439.4
SPOA0023	SPOA0023				821017	775554	728412
SPOA0024	SPOA0024				1.61E+06	1.67E+06	1.59E+06
SPOA0025	SPOA0025				2.93E+06	2.90E+06	2.86E+06
SPOA0026	SPOA0026				415853	340552	306457
SPOA0027	SPOA0027				3.36E+06	3.31E+06	3.23E+06
SPOA0028	SPOA0028				2.09E+07	2.03E+07	1.99E+07
SPOA0029	SPOA0029				8.29E+06	7.91E+06	8.46E+06
SPOA0030	SPOA0030				1.38E+07	1.24E+07	1.33E+07
SPOA0031	SPOA0031				4.14E+06	4.10E+06	4.53E+06
SPOA0032	SPOA0032						14481.7
SPOA0033	SPOA0033				1.94E+07	1.87E+07	1.87E+07
SPOA0034	SPOA0034				4.53E+06	4.34E+06	4.35E+06
SPOA0036	SPOA0036				5.87E+06	5.92E+06	5.91E+06
SPOA0037	SPOA0037				441419	437210	410036
SPOA0038	SPOA0038				1.33E+06	1.23E+06	1.27E+06
SPOA0039	SPOA0039				1.07E+07	1.10E+07	1.06E+07
SPOA0042	SPOA0042				2.01E+06	2.06E+06	1.91E+06
SPOA0043	SPOA0043				598209	564732	657230
SPOA0044	SPOA0044				1.11E+06	1.02E+06	1.07E+06
SPOA0045	SPOA0045				502722	486487	435894
SPOA0046	SPOA0046				681335	637908	607439
SPOA0047	SPOA0047				1.02E+06	1.10E+06	1.07E+06
SPOA0050	SPOA0050				112771	134658	156675
SPOA0052	SPOA0052				54141.2	51388.2	44922.6
SPOA0055	SPOA0055				58848.8	59850	23002.2
SPOA0056	SPOA0056				1.29E+06	1.24E+06	1.31E+06
SPOA0057	SPOA0057				1.05E+07	1.07E+07	1.04E+07
SPOA0058	SPOA0058				1.97E+06	1.80E+06	1.90E+06
SPOA0059	SPOA0059				1.50E+07	1.46E+07	1.48E+07
SPOA0060	SPOA0060				139511	138614	135355
SPOA0061	SPOA0061				9.88E+07	9.27E+07	9.88E+07
SPOA0062	SPOA0062				2.61E+06	2.60E+06	2.68E+06
SPOA0063	SPOA0063				609224	573790	617174
SPOA0064	SPOA0064				6.24E+06	5.98E+06	5.79E+06
SPOA0065	SPOA0065				1.70E+06	1.72E+06	1.72E+06
SPOA0066	SPOA0066				4.80E+06	4.68E+06	4.58E+06
SPOA0067	SPOA0067				966613	1.00E+06	1.03E+06
SPOA0068	SPOA0068				1.09E+06	971332	1.02E+06
SPOA0069	SPOA0069				3.33E+06	3.33E+06	3.15E+06
SPOA0070	SPOA0070				536564	567538	535733
SPOA0071	SPOA0071				92660.4	70817.7	86243.9
SPOA0072	SPOA0072				3.75E+06	3.63E+06	3.60E+06
SPOA0073	SPOA0073				1.19E+06	1.24E+06	1.12E+06
SPOA0074	SPOA0074				4.45E+06	4.10E+06	4.11E+06
SPOA0075	SPOA0075				907770	907206	867692
SPOA0076	SPOA0076				2.84E+06	2.83E+06	2.55E+06
SPOA0077	SPOA0077				1.02E+07	9.73E+06	9.95E+06
SPOA0078	SPOA0078				2.52E+06	2.58E+06	2.62E+06
SPOA0079	SPOA0079				4.45E+06	4.50E+06	4.41E+06
SPOA0081	SPOA0081				478792	485607	486251
SPOA0082	SPOA0082				593691	553080	598707
SPOA0083	SPOA0083				1.10E+06	1.04E+06	1.11E+06
SPOA0085	SPOA0085				247734	221069	250036
SPOA0086	SPOA0086				245229	255810	241559
SPOA0087a	SPOA0087a				1.51E+06	1.59E+06	1.56E+06
SPOA0088	SPOA0088				1.05E+06	999107	1.06E+06
SPOA0093	SPOA0093				2.47E+06	2.50E+06	2.54E+06
SPOA0094	SPOA0094				118381	174726	129340
SPOA0095	SPOA0095				592504	582236	594256
SPOA0096	SPOA0096				1.47E+06	1.39E+06	1.30E+06
SPOA0097	SPOA0097				134101	128107	100237
SPOA0098	SPOA0098				729603	855094	538719
SPOA0099	SPOA0099				744790	992596	924162
SPOA0100	SPOA0100				866161	878518	778530
SPOA0101	SPOA0101				1.57E+06	1.53E+06	1.41E+06
SPOA0102	SPOA0102				1.08E+06	1.09E+06	1.20E+06
SPOA0103	SPOA0103				822808	894676	815898
SPOA0104	SPOA0104				1.36E+06	1.35E+06	1.29E+06
SPOA0105	SPOA0105				929715	916254	890757
SPOA0106	SPOA0106				1.04E+06	1.14E+06	1.17E+06
SPOA0107	SPOA0107				734131	615020	680704
SPOA0108	SPOA0108					2215.37	1587.5
SPOA0109	SPOA0109				63867.7	62303	63348.2
SPOA0112	SPOA0112				198546	156979	165032
SPOA0113	SPOA0113				103626	89255.4	98681.3
SPOA0115	SPOA0115				411638	355543	384026
SPOA0116	SPOA0116				891084	1.06E+06	891415
SPOA0117	SPOA0117				760275	775489	753876
SPOA0120	SPOA0120				1.47E+06	1.21E+06	1.23E+06
SPOA0121	SPOA0121				710238	701366	675454
SPOA0123	SPOA0123				3.87E+06	3.93E+06	3.97E+06
SPOA0124	SPOA0124				2.41E+06	2.52E+06	2.39E+06
SPOA0125	SPOA0125				887090	885489	973520
SPOA0126	SPOA0126				160842	149751	127160
SPOA0127	SPOA0127				280894	184969	200247
SPOA0128	SPOA0128				423478	397912	437476
SPOA0129	SPOA0129						
SPOA0130	SPOA0130				135484	135392	119730
SPOA0131	SPOA0131					178279	
SPOA0132	SPOA0132				42010.3	56871.1	43159.4
SPOA0133	SPOA0133				178385	181876	167975
SPOA0137	SPOA0137				1.11E+07	1.04E+07	1.06E+07
SPOA0138	SPOA0138				7.33E+06	7.42E+06	7.37E+06
SPOA0139	SPOA0139				711006	656360	649984
SPOA0140	SPOA0140				3.05E+06	2.91E+06	2.92E+06
SPOA0141	SPOA0141				993442	997592	945386
SPOA0142	SPOA0142				753407	789617	708902
SPOA0143	SPOA0143				1.71E+06	1.77E+06	1.68E+06
SPOA0144	SPOA0144				261076	261145	256792
SPOA0145	SPOA0145				422475	439636	416740
SPOA0146	SPOA0146				3.83E+06	3.65E+06	3.53E+06
SPOA0147	SPOA0147				506320	507929	515222
SPOA0149	SPOA0149				422086	442045	445908
SPOA0150	SPOA0150				192108	169455	180558
SPOA0153	SPOA0153				42346.4	37170.6	21384.7
SPOA0154	SPOA0154					105004	135995
SPOA0155	SPOA0155				137019	144165	145057
SPOA0156	SPOA0156				3.82E+06	3.44E+06	3.39E+06
SPOA0157	SPOA0157				16264.7		
SPOA0158	SPOA0158				3.44E+06	3.32E+06	3.31E+06
SPOA0159	SPOA0159				316711	314539	316990
SPOA0160	SPOA0160						26009.4
SPOA0162	SPOA0162				93215.4	58097.3	69487.2
SPOA0163	SPOA0163						143828
SPOA0164	SPOA0164				386236	351074	355244
SPOA0165	SPOA0165				514812	524144	548976
SPOA0166	SPOA0166				296307	264442	232691
SPOA0168	SPOA0168				137635	123979	150234
SPOA0169	SPOA0169				2.60E+06	2.62E+06	2.71E+06
SPOA0170	SPOA0170				1.51E+06	1.56E+06	1.51E+06
SPOA0171	SPOA0171				136004	119096	120622
SPOA0172	SPOA0172				76806.2	120910	79785.2
SPOA0173	SPOA0173				746173	768242	761331
SPOA0174	SPOA0174				817004	769543	833189
SPOA0175	SPOA0175				137378	116979	106368
SPOA0176	SPOA0176				193074	192420	224353
SPOA0180	SPOA0180				287377	275487	335912
SPOA0184	SPOA0184				23373.8	25248.5	30252
SPOA0185	SPOA0185						
SPOA0186	SPOA0186				871987	860083	909566
SPOA0187	SPOA0187				125308	153300	157579
SPOA0189	SPOA0189				152116	208212	166648
SPOA0191	SPOA0191				186279	205652	197326
SPOA0192	SPOA0192				61085.8		54781.1
SPOA0194	SPOA0194				70830.2	68471.7	93921.9
SPOA0199	SPOA0199				23204.5		15868.7
SPOA0202	SPOA0202				1.86E+07	1.87E+07	1.80E+07
SPOA0203	SPOA0203				1.48E+06	1.47E+06	1.48E+06
SPOA0204	SPOA0204				1.39E+06	1.31E+06	1.49E+06
SPOA0205	SPOA0205				4.22E+06	4.20E+06	4.33E+06
SPOA0206	SPOA0206				4.46E+06	4.28E+06	4.52E+06
SPOA0207	SPOA0207				2.79E+06	2.69E+06	2.82E+06
SPOA0208	SPOA0208				1.57E+07	1.53E+07	1.58E+07
SPOA0209	SPOA0209				1.97E+06	1.95E+06	1.94E+06
SPOA0210	SPOA0210				106710	90490.2	83294.9
SPOA0211	SPOA0211				4.35E+06	3.83E+06	3.86E+06
SPOA0215	SPOA0215				43381.6	39713.8	22993.3
SPOA0218	SPOA0218				206559	220210	206703
SPOA0220	SPOA0220				207037	182674	207491
SPOA0221	SPOA0221				34852.1	32837.2	42520.5
SPOA0228	SPOA0228				116392	119054	85932.5
SPOA0230	SPOA0230				600477	593314	557482
SPOA0231	SPOA0231				60347.3		
SPOA0235	SPOA0235				786605	675129	806190
SPOA0236	SPOA0236				690545	734477	744607
SPOA0237	SPOA0237				499696	521760	526546
SPOA0241	SPOA0241				718959	673680	668430
SPOA0242	SPOA0242				1.88E+06	1.92E+06	1.85E+06
SPOA0243	SPOA0243				727718	715185	723560
SPOA0244	SPOA0244				653950	615604	602608
SPOA0245	SPOA0245				512589	540807	497599
SPOA0246	SPOA0246				347624	424175	389682
SPOA0247	SPOA0247				644077	444245	613367
SPOA0249	SPOA0249				1.30E+06	1.05E+06	1.20E+06
SPOA0252	SPOA0252				1.40E+06	1.47E+06	1.53E+06
SPOA0253	SPOA0253				652238	787658	828007
SPOA0256	SPOA0256				390898	471656	412701
SPOA0257	SPOA0257				70803.6	84299.9	112824
SPOA0258	SPOA0258				77561.5	80040.2	105514
SPOA0259	SPOA0259				917332	958163	935323
SPOA0260	SPOA0260				1.17E+06	1.14E+06	1.18E+06
SPOA0261	SPOA0261				2.60E+06	2.47E+06	2.60E+06
SPOA0262	SPOA0262				339064	322410	328024
SPOA0263	SPOA0263						
SPOA0265	SPOA0265				567666	535153	502982
SPOA0267	SPOA0267				242949	246390	271449
SPOA0268	SPOA0268				1.52E+06	1.44E+06	1.38E+06
SPOA0269	SPOA0269				1.32E+06	1.26E+06	1.37E+06
SPOA0270	SPOA0270				75909.9	69337.4	56971.1
SPOA0271	SPOA0271						
SPOA0272a	SPOA0272a				9.45E+06	8.43E+06	9.39E+06
SPOA0273	SPOA0273				840536	767114	765307
SPOA0274	SPOA0274				1.32E+07	1.31E+07	1.32E+07
SPOA0275	SPOA0275				1.33E+07	1.31E+07	1.28E+07
SPOA0276	SPOA0276				883083	1.09E+06	1.02E+06
SPOA0277	SPOA0277				44372.6	25658.7	45634.2
SPOA0278	SPOA0278				85802.9		49908.4
SPOA0279	SPOA0279				42956.1	29338.2	36350.8
SPOA0280	SPOA0280				1.00E+06	834583	940579
SPOA0281	SPOA0281				448458	449315	462716
SPOA0282	SPOA0282				4.75E+06	4.63E+06	4.61E+06
SPOA0284	SPOA0284				361265	361246	362763
SPOA0285	SPOA0285				5.48E+06	5.43E+06	5.29E+06
SPOA0286	SPOA0286				1.18E+06	1.31E+06	1.30E+06
SPOA0287	SPOA0287				1.51E+06	1.73E+06	1.72E+06
SPOA0288	SPOA0288				4.17E+06	4.14E+06	4.20E+06
SPOA0289	SPOA0289				342922	358970	356653
SPOA0290	SPOA0290				780559	783169	795082
SPOA0291	SPOA0291				7.60E+06	7.50E+06	7.65E+06
SPOA0292	SPOA0292				5.11E+06	4.95E+06	5.06E+06
SPOA0293	SPOA0293				508790	483532	518978
SPOA0294	SPOA0294				2.79E+06	2.78E+06	2.84E+06
SPOA0295	SPOA0295				122119	130208	154298
SPOA0296	SPOA0296				387791	386922	379171
SPOA0297	SPOA0297				120917	110058	105455
SPOA0299	SPOA0299						
SPOA0300	SPOA0300				494657	506341	421223
SPOA0301	SPOA0301				2.36E+06	2.36E+06	2.17E+06
SPOA0302	SPOA0302				517731	500740	463207
SPOA0303	SPOA0303				3.81E+06	3.90E+06	3.83E+06
SPOA0304	SPOA0304				4.65E+06	4.51E+06	4.65E+06
SPOA0305	SPOA0305				2.06E+06	1.98E+06	2.20E+06
SPOA0306	SPOA0306				6.00E+06	5.96E+06	5.92E+06
SPOA0309	SPOA0309				550827	525019	521086
SPOA0310	SPOA0310				168716	164231	158281
SPOA0311	SPOA0311				175882	182910	189542
SPOA0314	SPOA0314				297512	285552	273174
SPOA0315	SPOA0315				5.86E+07	5.66E+07	5.76E+07
SPOA0316	SPOA0316				4.43E+06	4.64E+06	4.55E+06
SPOA0317	SPOA0317				692166	764250	696758
SPOA0318	SPOA0318				2.07E+07	2.04E+07	2.00E+07
SPOA0319	SPOA0319				2.90E+07	2.97E+07	2.91E+07
SPOA0320	SPOA0320				1.85E+06	1.96E+06	1.85E+06
SPOA0321	SPOA0321				410629	319397	311429
SPOA0322	SPOA0322				2.78E+06	2.80E+06	2.78E+06
SPOA0323	SPOA0323				1.04E+06	1.02E+06	988850
SPOA0324	SPOA0324				1.70E+06	1.65E+06	1.64E+06
SPOA0325	SPOA0325				1.28E+06	1.37E+06	1.34E+06
SPOA0326	SPOA0326				507952	508432	573174
SPOA0328	SPOA0328				603926	581324	597542
SPOA0330	SPOA0330				364972	365227	363946
SPOA0332	SPOA0332				150158	166349	160352
SPOA0333	SPOA0333				36792.1		
SPOA0335	SPOA0335				438513	424179	393649
SPOA0336	SPOA0336				915369	886684	898503
SPOA0337	SPOA0337				96439.6	58470	41563.6
SPOA0338	SPOA0338				471555	413425	454656
SPOA0339	SPOA0339				1.04E+07	1.08E+07	1.08E+07
SPOA0340	SPOA0340				1.17E+07	1.16E+07	1.13E+07
SPOA0341	SPOA0341				8.22E+06	8.32E+06	8.28E+06
SPOA0342	SPOA0342				3.17E+07	3.22E+07	3.18E+07
SPOA0343	SPOA0343				5.84E+07	6.00E+07	5.76E+07
SPOA0344	SPOA0344				2.74E+06	2.70E+06	2.76E+06
SPOA0345	SPOA0345				4.96E+07	4.98E+07	4.72E+07
SPOA0346	SPOA0346				1.28E+07	1.29E+07	1.29E+07
SPOA0347	SPOA0347				1.44E+07	1.44E+07	1.55E+07
SPOA0348	SPOA0348				2.67E+06	2.61E+06	2.60E+06
SPOA0349	SPOA0349				499866	500462	495605
SPOA0352	SPOA0352				4.11E+07	3.98E+07	4.09E+07
SPOA0353	SPOA0353				5.50E+07	5.59E+07	5.43E+07
SPOA0354	SPOA0354				5.73E+06	5.89E+06	5.68E+06
SPOA0355	SPOA0355				1.56E+07	1.61E+07	1.59E+07
SPOA0356	SPOA0356				5.47E+06	5.41E+06	5.42E+06
SPOA0357	SPOA0357				1.66E+06	1.58E+06	1.63E+06
SPOA0358	SPOA0358				1.61E+06	1.52E+06	1.56E+06
SPOA0360	SPOA0360				129764	173789	183017
SPOA0362	SPOA0362				384609	371185	336489
SPOA0364	SPOA0364				3.86E+06	3.49E+06	4.05E+06
SPOA0365	SPOA0365				143353	116611	131648
SPOA0369	SPOA0369				76008.1	59923.5	70049.4
SPOA0374	SPOA0374				517778	454957	375279
SPOA0375	SPOA0375				127379	131819	147726
SPOA0377	SPOA0377				345275	317681	309860
SPOA0378	SPOA0378				154399	106912	136999
SPOA0379	SPOA0379				299755	288671	295181
SPOA0380	SPOA0380				265878	261883	244939
SPOA0381	SPOA0381				331725	309080	294498
SPOA0382	SPOA0382				372000	388935	392286
SPOA0383	SPOA0383					162456	166825
SPOA0385	SPOA0385				304142	283117	274983
SPOA0386	SPOA0386				641831	610970	608139
SPOA0387	SPOA0387				546708	550177	538994
SPOA0388	SPOA0388				23763.8	24562.7	41372.2
SPOA0389	SPOA0389				1.21E+06	1.22E+06	1.22E+06
SPOA0390	SPOA0390				1.64E+06	1.62E+06	1.62E+06
SPOA0391	SPOA0391				2893.96		
SPOA0392	SPOA0392				316211	353018	308111
SPOA0393	SPOA0393						
SPOA0395	SPOA0395				410420	110508	646923
SPOA0396	SPOA0396					170723	134516
SPOA0397	SPOA0397				1.99E+06	2.12E+06	2.05E+06
SPOA0399	SPOA0399						
SPOA0400	SPOA0400				3.90E+06	3.83E+06	3.80E+06
SPOA0401	SPOA0401				1.82E+06	1.74E+06	1.71E+06
SPOA0402	SPOA0402				1.61E+06	1.41E+06	1.49E+06
SPOA0403	SPOA0403				3.70E+06	3.69E+06	3.59E+06
SPOA0404	SPOA0404				8.99E+06	8.84E+06	8.45E+06
SPOA0405	SPOA0405				2.06E+06	2.08E+06	2.05E+06
SPOA0406	SPOA0406				2.21E+06	2.13E+06	2.07E+06
SPOA0407	SPOA0407				1.01E+07	9.90E+06	1.03E+07
SPOA0408	SPOA0408				6.94E+06	7.09E+06	7.03E+06
SPOA0409	SPOA0409				4.65E+06	4.60E+06	4.62E+06
SPOA0410	SPOA0410				393996	473865	340819
SPOA0412	SPOA0412				1.11E+07	1.13E+07	1.07E+07
SPOA0413	SPOA0413				4.77E+06	4.21E+06	3.84E+06
SPOA0414	SPOA0414				1.47E+07	1.35E+07	1.42E+07
SPOA0415	SPOA0415				797795	838136	797572
SPOA0416	SPOA0416				1.04E+06	1.02E+06	1.05E+06
SPOA0417	SPOA0417				326471	351964	337028
SPOA0418	SPOA0418				1.63E+06	1.50E+06	1.62E+06
SPOA0419	SPOA0419				844128	866539	798122
SPOA0421	SPOA0421				92364.1	95949.8	117334
SPOA0423	SPOA0423				1.43E+06	1.41E+06	1.44E+06
SPOA0424	SPOA0424				1.51E+06	1.47E+06	1.45E+06
SPOA0425	SPOA0425				1.10E+06	1.10E+06	1.06E+06
SPOA0426	SPOA0426				286569	269259	292013
SPOA0427	SPOA0427				2.81E+06	2.91E+06	3.28E+06
SPOA0428	SPOA0428				5.88E+06	5.72E+06	5.87E+06
SPOA0429	SPOA0429				1.61E+06	1.66E+06	1.63E+06
SPOA0430	SPOA0430				7.73E+06	7.41E+06	7.05E+06
SPOA0431	SPOA0431				134279	142084	173997
SPOA0432	SPOA0432				6.03E+06	6.05E+06	5.89E+06
SPOA0433	SPOA0433				3.18E+06	2.87E+06	2.94E+06
SPOA0434	SPOA0434				4.59E+06	4.38E+06	4.45E+06
SPOA0435	SPOA0435				3.28E+06	3.20E+06	3.11E+06
SPOA0436	SPOA0436				1.75E+06	1.61E+06	1.64E+06
SPOA0437	SPOA0437				4.60E+06	4.38E+06	4.64E+06
SPOA0438	SPOA0438				1.56E+07	1.50E+07	1.38E+07
SPOA0439	SPOA0439				2.87E+07	2.82E+07	2.89E+07
SPOA0440	SPOA0440				2.39E+07	2.27E+07	2.39E+07
SPOA0441	SPOA0441				467948	466739	458308
SPOA0443	SPOA0443						
SPOA0444	SPOA0444				1.80E+07	1.74E+07	1.80E+07
SPOA0445	SPOA0445				289903	316646	310853
SPOA0446	SPOA0446				397300	392923	390639
SPOA0449	SPOA0449				558956	526887	495743
SPOA0451	SPOA0451				1.42E+06	1.49E+06	1.47E+06
SPOA0452	SPOA0452				3.59E+06	3.44E+06	3.47E+06
